Patient_ID	C3L-00081	C3L-00415	C3L-00445	C3L-00503	C3L-00568	C3L-00603	C3L-00904	C3L-00923	C3L-00927	C3L-00965	C3L-00993	C3L-01000	C3L-01285	C3L-01455	C3L-01606	C3L-01663	C3L-01838	C3L-01884	C3L-02127	C3L-02130	C3L-02163	C3L-02164	C3L-02168	C3L-02170	C3L-02349	C3L-02358	C3L-02546	C3L-02552	C3L-02619	C3L-02624	C3L-02625	C3L-02627	C3L-02629	C3L-02646	C3L-02648	C3L-02649	C3L-02650	C3L-02660	C3L-02665	C3L-02669	C3L-02891	C3L-02951	C3L-02963	C3L-02964	C3L-02968	C3L-02969	C3L-03272	C3L-03678	C3L-03961	C3L-03962	C3L-03963	C3L-03965	C3L-04013	C3L-04014	C3L-04071	C3L-04391	C3N-00211	C3N-00221	C3N-00247	C3N-00309	C3N-00497	C3N-00555	C3N-00839	C3N-01017	C3N-01018	C3N-01020	C3N-01025	C3N-01028	C3N-01194	C3N-01411	C3N-01846	C3N-01892	C3N-01893	C3N-02252	C3N-02283	C3N-02284	C3N-02285	C3N-02288	C3N-02289	C3N-02300	C3N-02339	C3N-02374	C3N-02375	C3N-02425	C3N-02426	C3N-02434	C3N-02435	C3N-02494	C3N-02523	C3N-02575	C3N-02675	C3N-03051	C3N-03072	C3N-03076	C3N-03092	C3N-03093	C3N-03204	C3N-03424	C3N-03425	C3N-03441	C3N-03486	C3N-03662	C3N-03848	C3N-03851	C3N-03875	C3N-03877	C3N-03880	C3N-03882	C3N-03886	C3N-04124	C3N-04127	C3N-04155	C3N-04162	Samples-altered	Samples-amp	Samples-del	C3L-00081.N	C3L-00415.N	C3L-00445.N	C3L-00503.N	C3L-00568.N	C3L-00603.N	C3L-00904.N	C3L-00923.N	C3L-00927.N	C3L-00993.N	C3L-01000.N	C3L-01285.N	C3L-01455.N	C3L-01606.N	C3L-01663.N	C3L-01884.N	C3L-02127.N	C3L-02130.N	C3L-02163.N	C3L-02164.N	C3L-02168.N	C3L-02349.N	C3L-02358.N	C3L-02546.N	C3L-02552.N	C3L-02619.N	C3L-02624.N	C3L-02625.N	C3L-02627.N	C3L-02629.N	C3L-02646.N	C3L-02648.N	C3L-02649.N	C3L-02650.N	C3L-02660.N	C3L-02665.N	C3L-02669.N	C3L-02891.N	C3L-02951.N	C3L-02963.N	C3L-02964.N	C3L-02968.N	C3L-02969.N	C3L-03272.N	C3L-03961.N	C3L-03962.N	C3L-03963.N	C3L-03965.N	C3L-04013.N	C3L-04014.N	C3L-04071.N	C3L-04391.N	C3N-00221.N	C3N-00497.N	C3N-00555.N	C3N-01017.N	C3N-01018.N	C3N-01020.N	C3N-01025.N	C3N-01028.N	C3N-01194.N	C3N-01411.N	C3N-01846.N	C3N-01892.N	C3N-01893.N	C3N-02252.N	C3N-02285.N	C3N-02288.N	C3N-02289.N	C3N-02300.N	C3N-02339.N	C3N-02374.N	C3N-02375.N	C3N-02425.N	C3N-02426.N	C3N-02434.N	C3N-02435.N	C3N-02494.N	C3N-02523.N	C3N-02575.N	C3N-02675.N	C3N-03051.N	C3N-03072.N	C3N-03076.N	C3N-03092.N	C3N-03093.N	C3N-03204.N	C3N-03424.N	C3N-03425.N	C3N-03441.N	C3N-03486.N	C3N-03662.N	C3N-03848.N	C3N-03851.N	C3N-03875.N	C3N-03877.N	C3N-03880.N	C3N-03882.N	C3N-03886.N	C3N-04124.N	C3N-04127.N	C3N-04155.N	C3N-04162.N
SCN8A	13.4399	12.411	16.2634		14.7565	16.3245	14.8474	14.07	14.3057	16.4677	16.0409	15.27	16.1484	14.1317	15.9909	13.9497	14.0299	15.847999999999999	13.3972	14.3819	14.6426	12.2246	15.1056	13.4975	14.8364	16.2474	15.2528	14.2536	16.5389		14.9657	15.3988	13.6464	15.6373	12.7831	15.1494	12.6932	13.4245	12.4471	14.3206	13.4523	13.8143	13.6013	14.562999999999999	15.4548	14.1206	16.3468	16.7699	13.530999999999999	16.8647	14.7725	14.3206	15.9665	15.5982	13.9751	15.1584	12.9603	15.7048	13.7944		15.0248	14.9433		14.8584		13.4453	12.0001	13.3849	14.3275	15.2576	15.8562	14.8546	13.3924	13.8377	15.847999999999999	14.5542	14.3088	16.205	13.8576	14.8622	14.3808	14.0058	13.8835	12.0881	14.9814	13.8112	15.5578	13.7149	14.5498	15.9834	13.773	15.5438	15.491	13.3937	14.103	15.9125	15.2669	12.4083	13.8135	15.0124	14.2607	16.281	12.6946	16.0801	14.9375	15.7911	14.52	15.1347	16.2623	14.842	13.557	15.3611	14.4259				11.776	11.4531	10.4405		11.3193	12.3292	12.2127	11.5862	11.8128	12.595	12.5661	12.3444	12.0147	12.6099	12.1487	12.443	12.0921	11.6414	12.0617	11.7387	12.4621	11.8815	13.1575	12.6943	12.3925	11.7733		12.3273	12.0	12.0055		11.4587	12.1922	11.1516	11.5974	11.6748	12.4535	12.3121	12.0019	12.2662	11.6877	12.3991	12.1975	12.9349	11.5421	12.008	12.9397	11.5903	11.7484	12.0644	11.4248	12.1108	11.7467	12.2039	11.9238	12.0934		12.5922	11.7683	11.9994	10.9043	11.4557	12.4128	11.4157	12.6036	12.5694	12.3451	12.0161	11.773		11.298	12.1263	12.052999999999999	11.1751	11.9248	11.5657	12.2999	12.0446	11.8267	12.067	13.5543	12.9132		11.854000000000001	11.8818	13.2823	11.6798	11.5895	11.5085	11.3249	12.0465		11.8856	12.3783	12.1351	11.9558	12.5519	11.7666		11.8585	12.1569		12.7095
SCN9A	17.1275	13.0709	16.4805		18.6099	14.315999999999999	12.661	14.8634	10.9861	16.2383	13.237	16.5588	18.7013	14.3926	14.1558	16.2168	15.8684	13.097000000000001	18.5058	14.5355	19.5666	15.378	19.6578	15.0003	18.3951	13.3072	15.279000000000002	15.5155	13.9048		15.7789	14.1316	15.6394	19.335	14.3314	15.6707	14.9855	17.6159	15.9665	16.954	16.7606	15.1602	14.7689	13.6701	16.4783	17.4255	14.1503	13.8517	18.4622	15.0625	16.142	19.6842	11.183	18.4317	14.4783	16.9449	12.745999999999999	17.9713	15.3426		13.6252	13.5284		19.2597		14.1878	18.4554	15.0107	13.5986	16.5755	15.555	17.5944	15.4607	17.117	16.8272	15.9275	16.5442	20.006	15.3947	17.2106	14.341	15.4539	18.4064	17.2845	15.1836	19.2949	17.2902	17.871	17.5731	18.9128	14.7143	14.4962	18.5462	16.2656	17.1543	16.4017	16.9468	15.3504	15.5101	18.4708	13.4349	20.0417	15.5688	12.7161	13.2877	19.0868	18.2734	11.8714	16.9211	19.8324	15.0266	18.0169	19.5028				15.8586	16.649	16.2661		15.6884	15.5875	15.1769	15.7641	15.4628	15.5706	15.8841	15.668	15.958	15.162	15.9741	15.6456	16.0783	16.4663	16.1124	15.0795	15.931	16.0475	15.3848	16.5277	15.8777	15.6375		16.4095	15.9316	16.9422		16.0367	16.0534	15.9855	16.0283	15.8245	16.0529	16.6635	15.8168	16.1249	15.9345	16.2918	15.7805	16.1887	16.1491	16.4585	16.1323	16.5952	15.8814	16.7959	15.6462	15.7898	15.7792	15.8287	16.1932	15.2044		15.6113	16.1893	15.7223	16.3811	16.0652	15.7977	15.8712	16.0338	15.7121	15.9569	15.8579	15.6712		15.837	16.1655	16.2613	15.3239	15.9299	16.2394	15.5535	16.6188	16.0558	16.2146	15.7764	16.5115		16.1578	15.833	16.5016	16.0673	15.8896	16.2821	16.1975	15.2328		15.9639	16.5882	15.7623	16.3096	15.6572	16.34		15.2993	16.6939		16.7269
SCNN1A	16.0326	18.1259	16.546		17.2847	15.8577	19.0221	17.4519	17.3298	17.8862	15.8998	18.9778	17.6031	18.1227	16.5947	18.708	17.7318	16.9168	16.5901	18.6111	19.0559	17.7908	16.9698	18.1912	19.5666	16.619	16.6245	18.0887	17.8033		16.8008	19.5028	18.8517	17.8492	19.3322	19.3786	19.3725	17.4842	17.7758	17.5544	18.5177	17.8217	17.6654	17.6676	17.8842	17.1068	17.4239	17.3758	17.7184	19.1141	19.2183	18.3995	16.5614	18.9234	16.7853	17.072	19.4084	17.7841	18.8812		18.4386	18.9117		19.1112		17.5762	17.0442	18.1538	16.065	17.7297	17.7216	17.9103	18.0758	19.2545	15.8528	20.0882	19.1203	18.7208	17.6039	18.9262	18.8661	16.4065	19.7544	20.3783	16.8038	19.6123	18.0704	17.7144	17.4708	18.0484	18.1546	19.3749	18.1272	18.0786	19.2497	15.6951	20.0556	19.1509	18.8166	17.8761	20.5322	17.1332	17.6868	10.3997	19.6158	19.0831	17.0001	17.7552	16.9251	17.8834	17.0118	18.7892	18.6274				19.0785	19.3072	19.3315		18.4644	18.7071	18.5743	18.4659	19.0745	18.6904	19.3184	19.3855	18.9259	18.747	18.7951	18.5046	18.9778	18.886	19.3401	19.0369	18.6329	19.4456	18.3515	18.9746	19.0404	18.8656		18.8441	18.8319	18.5802		18.4778	18.5931	18.7334	18.5324	18.4515	18.4125	18.5365	18.8362	19.215999999999998	18.7078	18.8706	18.134	18.8652	18.6804	18.727999999999998	18.9207	18.7131	18.6001	18.6245	18.343	18.5887	18.8908	19.0117	19.5759	18.9665		19.3608	19.3048	19.1593	18.6825	18.9138	18.2706	18.8543	18.3891	18.5426	18.4475	19.0437	18.7412		18.8708	18.6615	18.7114	19.0503	18.7605	19.3822	18.9027	18.7387	18.5489	18.6118	18.8623	18.3947		18.6872	18.2826	18.4097	18.7201	18.629	18.6214	18.8292	19.1276		18.794	18.6291	18.734	18.7258	17.89	18.6303		18.8745	18.3534		19.1373
SCNN1B	14.8529	18.168	14.1349		14.4079	14.9824	14.2164	16.5148	12.5151	12.1843	19.3025	17.8484	12.5463	16.177	17.5346	16.0734	16.9086	17.4235	14.2594	17.8376	14.4764	16.1697	13.8001	17.0508	16.3527	18.1251	16.6656	16.3636	17.7146		16.2773	16.8738	14.2985	16.0621	15.3068	14.6119	17.0536	16.1998	13.8557	13.8724	16.0867	17.0034	16.3765	16.6415	16.1118	14.9536	11.5402	18.3603	16.6504	12.3422	16.6114	15.4955	10.4609	16.0083	15.8738	15.1331	9.3317	15.3822	15.7174		14.5408	14.7284		14.5443		15.3026	14.3583	15.9496	14.6574	13.6991	16.7267	15.4423	17.2093	16.045	11.9122	12.2695	17.2571	15.6783	15.1302	16.3842	13.7855	17.2162	15.8052	17.4847	15.6227	12.1933	16.13	14.6258	15.0628	16.2424	16.6082	17.7512	12.4996	12.4688	17.6872	13.6352	14.1413	17.3817	15.7021	17.0464	17.4207	14.2676	17.3088	12.9584	16.939	13.7804	13.6687	16.0792	16.249000000000002	14.8334	16.5066	14.7972	14.7787				17.7049	17.6997	18.1975		17.9301	17.8118	17.5638	17.8974	17.7305	17.2694	17.91	18.1358	17.8151	18.0213	17.6158	17.9491	17.9623	18.3468	17.6328	17.2339	18.0556	18.0415	17.5777	17.8243	18.3917	17.3695		18.0926	17.7138	17.4715		17.4796	17.5566	17.4357	17.2014	17.3761	17.4878	18.3079	18.0505	18.653	17.617	17.7699	17.7172	17.6546	17.6468	17.6998	17.5909	17.8207	17.5003	17.6321	16.8013	17.4749	17.7983	17.2462	18.0179	17.7289		17.9497	18.1782	17.6753	17.6559	17.5484	17.2273	17.7772	17.9937	17.6642	17.3943	18.0133	17.3731		17.9676	17.7609	17.6393	17.6074	18.0603	18.5742	18.1565	17.6698	17.5233	17.9615	18.2442	17.7325		17.5715	17.2852	17.9139	17.1249	17.8628	17.8361	17.7617	17.4666		17.802	17.7721	17.2864	17.9938	16.9927	17.0887		17.3754	17.2973		17.5016
SCNN1G	14.1042	18.581	13.8947		12.7428	16.5693	13.242	16.0972	11.4823	12.2969	19.5688	17.35	12.4582	16.2267	16.279	15.4953	16.1723	16.0409	13.083	17.2849	13.0359	15.4795	13.6998	15.8362	15.2371	18.123	16.342	16.2056	16.3237		14.7456	15.3443	13.7665	15.3299	14.6607	13.4025	16.518	15.3335	13.8843	13.0867	15.5598	16.757	14.9611	16.7414	14.9786	13.8109	10.5481	14.7756	16.0046	10.6145	15.787	14.3371	12.2057	14.9119	15.5142	14.1436	8.7546	14.4525	15.6356		12.5092	14.72		14.5223		16.6716	14.0242	15.0089	13.255	12.2112	17.4045	14.0091	16.143	15.5443	12.4871	13.6607	17.0466	13.8204	14.4339	15.6022	13.4815	16.0305	15.3761	15.8162	14.8243	13.5926	16.9027	14.0609	14.8413	14.9036	16.8725	16.9306	12.6595	12.5583	15.5242	13.2986	13.8793	15.8632	14.6261	17.3997	16.2765	13.6519	16.4642	13.4454	16.6242	13.9569	12.0385	14.8698	16.1827	13.8608	15.8913	13.5056	13.3301				16.7503	16.2379	17.3647		17.4927	16.951	16.8454	17.2844	16.7167	16.9549	16.6995	17.812	16.2406	17.5706	16.6959	17.1202	16.912	17.4536	17.2213	16.3242	17.6776	17.0246	16.5836	16.8087	17.1952	17.0907		17.0549	16.6488	16.2445		17.061	16.9408	16.9653	16.8431	17.6551	16.6386	17.6072	17.1316	18.2047	16.8495	16.8628	16.8077	16.7924	16.2973	17.3882	16.836	16.599	17.153	16.8344	15.9316	16.9057	16.7998	16.5855	17.1206	18.2146		17.3955	17.0909	16.6912	17.2837	17.2453	16.5173	16.7106	16.5785	17.4737	16.2844	16.7978	16.9352		17.1814	17.0912	16.6288	17.3319	17.375	18.4764	17.2556	16.746	16.6471	17.3578	18.0773	17.9372		17.0392	16.9403	16.9706	17.0705	17.2725	16.854	17.386	17.0096		17.0564	17.2123	17.3444	17.234	16.6819	16.4054		17.156	16.6967		16.3669
SCRIB	17.4335	17.7773	18.3603		17.9695	17.9887	17.2907	16.9607	20.8479	18.3844	18.5221	18.6496	18.3289	17.0905	17.6821	18.1726	17.9193	18.6471	19.0316	18.1252	18.6241	17.1629	17.6505	17.2752	17.4837	19.1819	17.2332	17.2379	19.4221		17.89	17.8652	17.9907	17.9985	17.6543	18.0109	17.9658	18.1417	18.3847	17.9654	17.2612	17.9629	18.1367	19.5874	18.6696	17.6448	18.1883	19.1583	16.8654	18.8181	17.3805	17.8548	18.2917	16.8416	17.1348	17.1932	17.5132	18.6949	16.9233		18.098	17.8405		17.5286		18.2698	19.3532	18.2068	18.5107	17.1343	17.8496	17.5545	17.6742	17.8643	18.8875	18.9225	18.1184	17.7938	17.832	17.7467	18.4673	18.9413	18.3176	18.2689	17.8469	18.3453	18.3075	17.6765	17.8002	19.3909	17.7896	19.0191	17.4496	18.0601	18.2214	18.2348	17.5266	17.9111	17.904	17.3653	18.3301	17.7082	17.384	17.46	16.8242	18.5064	17.2277	17.7956	18.0797	17.7232	18.0768	17.9614	17.8242				17.0351	16.8815	17.3375		17.4069	16.9589	16.9683	17.0049	17.4474	17.2186	17.1615	17.2591	17.0308	17.0108	17.3299	17.0762	17.4075	17.0372	17.2647	17.5622	16.843	17.1362	16.9719	16.8235	17.137	17.4633		16.7821	16.8448	16.4468		16.602	17.026	16.5109	16.4179	16.8051	16.6539	16.5293	17.3724	17.1086	17.2618	17.3216	16.5264	17.0554	16.7043	16.7805	17.1298	16.6903	16.9373	16.785	17.2571	16.8688	17.2529	17.2414	17.2975	17.3411		17.2145	17.4332	17.4864	17.452	17.3342	17.3902	17.2795	17.0128	16.964000000000002	17.3888	17.1095	17.3461		17.24	17.2326	17.0112	17.1405	17.0523	16.7155	17.0456	16.4138	16.4804	17.0802	17.2267	16.72		16.6859	16.668	16.477	16.7617	17.1219	17.1292	16.5658	17.3986		16.915	16.7838	17.0652	16.9073	16.6782	16.7986		16.4507	16.7107		17.4487
SCYL1	18.3632	18.315	18.2846		17.8002	18.3903	18.4285	18.1199	18.6956	19.0717	17.9685	18.1874	18.2583	18.5252	17.4518	18.6386	18.645	17.9782	18.6435	18.8655	18.1173	18.8494	18.1985	18.3757	18.7114	18.7377	18.6247	18.7491	18.3785		18.2492	19.4912	18.7401	18.7968	18.6267	18.5361	18.5371	18.3104	18.8208	18.3187	18.3208	18.8021	18.8403	18.7905	18.5392	18.1038	17.9293	18.6799	18.2596	18.2946	18.4613	18.4451	18.2429	18.9397	18.291	18.6346	18.826	18.5936	18.5022		18.2157	18.5697		17.7966		18.6763	17.6582	18.3948	18.595	17.9957	18.1059	18.764	18.524	18.3853	18.8576	19.3764	18.6057	18.4312	18.9472	18.5615	18.6551	18.5371	18.4275	19.0539	18.608	18.5676	18.3282	18.2184	18.496	18.7403	18.3125	18.4704	18.3385	18.5658	19.2611	19.0817	18.8968	18.6753	18.3153	18.163	18.7976	17.9386	18.5489	19.0372	18.3518	17.9107	18.4521	18.0836	18.3485	18.2965	18.8464	18.055	18.1448				18.4758	18.3184	18.4807		18.4355	18.2179	18.2882	18.3212	18.6237	18.5502	18.3174	18.6638	18.4415	18.3423	18.5208	18.3463	18.4754	18.2983	18.4652	18.6558	18.267	18.2747	18.160999999999998	18.3283	18.4683	18.5247		18.2204	18.1773	18.2307		18.2639	18.0319	18.2178	18.2847	18.3111	18.2434	18.4003	18.337	18.5094	18.4447	18.371	18.0349	18.4042	18.2099	18.1815	18.4532	18.2014	18.3921	18.2574	18.4834	18.1851	18.3267	18.5731	18.4078	18.5664		18.2944	18.4136	18.4167	18.4418	18.479	18.6162	18.4639	18.3686	18.0963	18.3905	18.5161	18.6037		18.4368	18.5388	18.2979	18.5197	18.4454	18.3085	18.2968	18.1591	18.2299	18.2852	18.4296	18.3131		18.2699	18.1192	18.1345	18.2962	18.4976	18.2303	18.4034	18.5898		18.0712	18.3646	18.2085	18.2838	18.4515	18.1861		18.1676	18.2339		18.3137
SDE2	18.3778	17.99	18.1302		17.8758	18.0815	18.4669	18.0176	18.0132	17.8249	18.3221	17.7112	18.2641	17.8304	17.8806	17.9837	18.0178	17.8963	18.1156	18.0619	18.0853	17.9667	18.544	17.9971	18.1174	17.5897	18.1247	17.6137	17.7965		18.1099	17.8511	17.2239	17.9899	17.6275	18.9726	17.7408	18.5719	18.05	18.5847	18.1659	17.9796	18.4584	17.7118	17.9406	17.9806	17.9134	17.8073	17.6966	18.6583	18.0278	18.0656	17.9764	18.3605	17.9006	18.0025	17.664	17.9068	17.5262		18.1559	18.2675		18.4131		17.6085	19.1258	17.8421	17.5801	18.6887	18.3583	18.2219	17.4479	18.1556	18.0552	17.3398	18.4827	17.8657	17.6934	17.8451	17.6978	17.2959	18.3464	17.8054	17.4844	18.4553	17.4003	18.1088	18.3468	17.7709	17.6836	17.53	18.4929	18.273	17.3517	17.2821	18.0903	17.958	18.1429	18.3124	18.301	18.3822	17.5644	18.1972	17.9754	17.2521	18.1699	17.6825	18.0951	18.0268	17.8063	18.0759	18.1619				18.0975	17.6159	17.9445		17.6804	18.1454	17.6586	17.5747	18.0156	17.9593	18.0293	18.2385	18.1576	17.8264	17.3995	17.7414	18.1011	18.0856	17.7948	18.2025	18.185	17.3151	17.81	17.8569	17.624000000000002	17.5457		17.9814	18.0851	17.835		18.3337	18.2343	18.1119	18.2689	18.5833	18.4161	17.8798	17.8076	18.1017	17.589000000000002	17.5678	17.9823	18.1046	18.4312	17.965999999999998	18.3129	17.8884	18.4147	17.8506	17.5242	18.2256	17.7991	17.674	17.5365	17.9734		17.8151	17.6654	17.7989	18.0731	18.1389	18.2807	18.0016	17.6262	17.8208	17.6912	17.8334	17.6043		18.4357	17.5107	17.5237	17.4456	17.5415	18.0171	17.9159	17.8523	18.1387	17.6287	17.5242	17.9152		18.0861	18.3782	17.7782	17.5083	18.0282	17.9798	18.2036	17.9815		17.8167	17.4729	17.5856	17.3962	18.1428	17.9731		17.7852	17.6287		17.6185
SEC31A	19.3963	19.1583	18.9788		19.5271	19.0458	19.5366	18.884	18.4305	18.9127	18.3823	18.7212	18.9168	19.7967	19.2166	19.1702	19.5301	19.4683	18.7047	19.0548	19.1097	19.382	19.2291	19.4305	18.8056	19.0101	19.4509	19.6615	19.0812		18.8414	19.0489	19.451	19.4612	18.97	19.7365	18.8928	19.1781	19.3917	19.212	19.0306	19.1983	20.0469	19.2371	18.6616	18.7721	18.5104	19.0698	19.2912	18.3536	19.1028	18.7018	18.3508	19.2658	19.1841	19.7504	19.686	18.877	19.2007		18.9592	19.0268		18.4327		19.0659	19.4053	19.0799	18.977	18.6729	19.0369	19.2294	19.4366	18.8243	18.4674	18.3496	19.3435	18.7543	19.3638	18.5819	19.5154	18.9137	18.5859	18.9545	19.7928	18.5647	19.1459	18.9993	19.8441	18.3252	19.0948	18.7471	19.1679	19.1037	19.2257	18.9369	18.9993	19.4129	18.7984	19.4029	18.6869	19.3953	19.2663	18.8646	18.7621	19.1196	19.1444	18.553	18.3585	19.4812	19.2363	19.0411	18.4439				19.0248	19.1031	19.0389		19.0199	18.8759	19.2314	19.0334	18.866	19.0032	18.8983	18.9224	19.1256	18.898	18.8347	19.0898	18.9829	19.1077	18.8313	19.0956	19.1359	18.902	18.832	19.0213	19.1926	19.0523		19.0708	18.9286	19.2952		19.0911	18.9086	19.0898	19.1895	18.98	19.0997	19.3968	18.8991	19.1627	18.9406	18.8248	18.9505	18.9321	19.0502	19.0204	18.982	19.1132	18.8979	19.0099	18.9201	18.9425	18.9766	18.9743	18.8534	18.8331		18.9137	18.8795	18.9599	18.9201	18.9514	19.1571	18.8638	19.1147	18.9548	19.0252	18.8353	19.004		19.1295	19.0763	19.097	18.8134	18.8271	19.1179	19.0286	18.9228	18.86	19.1358	19.2498	19.0406		18.8861	19.0494	19.0708	18.8786	19.2405	18.9104	19.0202	18.9369		19.0242	19.0831	18.9626	19.0276	19.2151	18.8864		18.7816	19.0185		18.9336
SEC31B	13.807	14.1205	14.3546		15.5225	14.008	14.9913	15.0643	13.2334	14.6993	13.0368	14.3146	14.4546	14.8025	14.4787	14.6957	14.1124	14.6647	15.1178	14.5998	15.2585	15.9639	14.0018	15.0748	14.1573	14.3868	14.4892	15.0921	14.8094		16.0695	14.4635	15.3725	14.6604	14.4076	14.6239	14.4609	14.9174	14.5499	14.9734	15.092	15.0895	15.1006	15.2127	14.8834	15.767999999999999	16.2344	15.597000000000001	16.092	14.4405	15.7187	14.970999999999998	15.4726	14.2592	15.2801	14.3079	14.2673	14.3966	15.6527		15.3011	14.1656		14.4376		14.6831	14.3225	15.2993	15.6652	13.9713	13.7098	14.6397	15.332	15.6014	13.2314	13.6815	15.0822	14.8386	14.8612	14.3007	15.2778	14.9664	14.6157	13.4056	14.8096	14.0868	14.6953	15.3947	14.6178	15.5808	15.512	14.2151	13.6087	15.3456	15.1033	15.0542	13.3304	14.9578	14.2275	14.6131	15.0979	14.9127	15.5187	14.9881	14.3856	14.5104	15.0662	14.8545	15.5144	14.6869	14.6322	13.574000000000002	14.8245				15.3596	15.5414	15.1018		15.9829	15.8154	16.0573	15.4668	15.0307	15.7584	15.3808	14.993	15.4069	15.8547	15.6752	15.9528	15.3248	15.4665	15.6516	15.9955	15.1859	15.6407	15.5304	15.370999999999999	15.2404	16.1511		15.352	15.1688	15.5892		15.2019	15.4998	15.2217	15.2758	15.3941	15.5389	15.1823	15.2865	15.3694	15.8047	15.6343	15.8627	15.3238	15.3602	15.1604	15.5868	15.175	15.1262	15.4521	15.9448	15.5367	15.6527	15.4336	15.6829	14.9818		15.1882	15.5997	15.8127	15.4787	15.3783	15.5092	15.386	15.472999999999999	15.4322	15.4232	15.0981	15.4259		14.6562	15.4198	15.5196	15.4801	15.342	15.5218	15.8787	15.1853	15.0733	15.567	15.0737	14.8153		15.1199	15.3869	14.9767	15.249	14.9682	15.1669	15.0316	15.3364		15.6909	15.1845	15.8523	15.5278	15.2283	15.4368		15.4458	15.4392		15.6777
SELENOK	17.6815	18.2671	17.5586		17.9424	17.6465	18.1175	18.2761	17.3614	17.6708	18.0131	17.9396	17.8614	18.4481	17.7917	17.6704	18.1901	17.6726	16.9607	18.3847	17.2893	18.9246	17.7735	18.3344	17.686	17.3996	18.3908	18.2773	17.4995		18.2018	17.4118	17.8433	17.7411	18.0266	18.2849	18.1733	18.4047	18.1209	17.6715	18.0943	18.2038	19.1475	17.5287	17.9529	17.7864	17.8105	17.4829	18.6097	16.7434	17.8203	17.8146	17.4233	17.5842	18.1052	17.8263	17.5362	17.3794	18.0733		18.4895	18.0556		17.5008		18.3207	17.8075	17.6973	18.750999999999998	17.6744	17.7368	17.38	17.7736	17.3904	16.8099	17.4659	17.7085	17.4069	18.3671	17.9521	17.7052	17.5827	17.8138	17.6626	17.7594	18.4818	17.3741	18.3059	17.5019	17.6831	17.3659	17.829	17.4922	18.0473	17.6898	17.7068	17.8	18.4349	17.734	18.0977	17.6703	17.55	17.9321	18.4379	18.015	17.4507	18.3782	17.9262	16.8786	18.0043	18.2755	17.1729	17.3922				17.9567	18.0096	17.9929		18.3487	18.329	18.1813	18.1656	17.7996	18.4465	17.9338	18.4259	18.5293	17.9574	17.6828	18.3018	18.6768	18.2799	17.8986	18.5925	18.6932	17.7971	17.5843	18.4325	18.2124	18.2548		18.1739	17.9028	18.5601		18.679000000000002	18.4743	18.1886	18.2015	18.5794	19.1816	18.7154	18.1824	18.1454	18.4718	17.6391	18.0885	18.1003	18.4393	18.3957	18.8631	18.1734	18.6145	18.5567	18.8363	18.5506	17.979	18.0807	17.562	18.0602		18.3203	18.0183	18.0592	18.4827	18.4436	19.3241	18.6649	18.2419	17.9288	18.6829	18.1433	18.1214		18.8989	18.2929	18.144000000000002	17.9907	18.0394	18.3225	17.7513	18.2492	18.2132	18.1608	18.0596	18.1717		18.3632	18.422	18.2966	17.9184	18.3549	17.9787	18.5393	18.3412		17.9482	18.3504	17.867	17.8986	18.5396	18.119		17.9147	18.1715		17.4709
SELENOS	17.8854	18.3166	17.735		18.3687	17.7116	18.2256	18.2953	17.5408	17.836	17.9548	18.124000000000002	16.877	18.8494	17.9195	18.0333	18.0805	18.4288	17.7243	18.6201	17.0783	18.5786	18.385	18.1865	18.2032	18.0896	18.4645	18.4085	18.0076		18.0717	18.2104	17.9282	17.9912	18.2907	18.4135	18.253	18.1127	18.3317	18.2507	18.0224	18.5716	18.7561	18.0874	18.1999	18.3774	17.5917	17.7059	18.2641	18.320999999999998	18.124000000000002	17.4813	17.2704	17.8494	18.3189	18.0963	18.500999999999998	17.903	18.4635		18.5155	17.8311		17.4866		17.939	18.5113	18.0876	18.7893	17.3652	17.6658	17.7318	18.4135	18.0404	18.0342	18.8051	18.1383	17.8227	18.2218	18.0228	17.4763	17.4648	18.3771	17.6716	17.874000000000002	18.5867	17.2792	18.2084	18.1985	18.952	17.452	18.0693	17.8366	18.3904	17.6633	17.9296	17.7369	18.142	18.0576	18.0719	17.9627	17.9073	18.2446	18.1091	17.7662	18.1099	18.3986	18.0555	17.2892	18.173	18.4582	16.9195	17.8928				18.0962	18.093	18.2526		18.0086	17.9409	17.8119	18.1047	18.1641	18.0657	18.2805	18.3976	18.4556	17.5636	17.8496	17.9802	18.1006	18.2803	18.0002	18.2821	18.3317	17.7687	17.6061	18.0993	18.1694	17.9855		17.9876	18.0663	18.0359		18.0634	18.1197	18.2274	18.1733	18.1388	18.1251	18.3899	18.2519	18.1116	18.3401	17.822	17.5122	18.0101	18.0256	17.8747	18.3714	18.0869	18.0827	18.017	17.7482	17.9779	18.1239	17.9543	17.8802	18.07		18.1448	17.9916	18.2665	18.2724	18.2347	18.1997	18.1408	17.6996	18.0339	18.0771	18.0278	17.9785		18.4257	18.227	17.9416	17.8266	17.7533	18.1571	17.9592	17.9487	17.8171	18.081	17.9818	18.1346		17.9934	18.0179	18.1314	18.0252	18.1438	17.801	18.4126	18.3279		17.9066	18.1022	17.6764	17.8276	18.4563	18.0308		17.9017	18.0053		17.7557
