Patient_ID	01OV002	01OV007	01OV008	01OV010	01OV013	01OV017	01OV018	01OV019	01OV023	01OV024	01OV026	01OV029	01OV030	01OV033	01OV039	01OV041	01OV045	01OV046	01OV047	01OV049	02OV001	02OV005	02OV006	02OV008	02OV015	02OV022	02OV023	02OV029	02OV032	02OV035	02OV036	02OV040	02OV041	02OV042	02OV044	02OV045	02OV046	04OV001	04OV004	04OV005	04OV008	04OV011	04OV012	04OV013	04OV017	04OV018	04OV021	04OV023	04OV024	04OV027	04OV028	04OV031	04OV033	04OV036	04OV037	04OV039	04OV040	04OV041	04OV044	04OV045	04OV048	04OV049	04OV050	04OV051	04OV053	04OV054	04OV055	04OV057	04OV058	04OV063	11OV002	11OV009	11OV010	13OV003	13OV004	14OV011	14OV029	15OV001	17OV001	17OV002	17OV003	17OV004	17OV005	17OV010	17OV011	17OV012	17OV013	17OV014	17OV015	17OV017	17OV018	17OV019	17OV025	17OV027	17OV028	17OV029	17OV030	17OV033	17OV034	17OV036	17OV039	17OV040	18OV001	20OV005	22OV001	26OV002	26OV008	26OV009	26OV010	26OV011	26OV013	01OV007.N	01OV008.N	01OV010.N	01OV013.N	01OV017.N	01OV019.N	01OV023.N	01OV029.N	01OV039.N	02OV001.N	11OV002.N	11OV010.N	14OV011.N	14OV029.N	15OV001.N	17OV001.N	17OV002.N	17OV003.N	17OV004.N	17OV005.N
Sample_Tumor_Normal	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Tumor	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal
A2M	47.7384	84.2226	39.4228	89.5759	65.2893	43.2028	77.4961	21.7834	0.0		152.083		17.269000000000002		43.6967	157.464	30.3616	64.5888	20.2543	18.6749		61.8057	0.0	104.76799999999999	50.7993	155.532	49.3388	46.6442	43.7456	0.0	38.6857	30.6444	9.97283	24.3925	38.1293	68.6835	18.3694	72.402	87.9851	0.0	158.041	16.54	0.0	29.0773	97.8748	133.59799999999998	108.57600000000001	0.0	46.876000000000005	0.0	0.0	83.9345	38.27	83.1263	0.0	125.925	42.2522	0.0	42.2642	156.922	0.0	0.0	14.9602	51.5122	30.9294	17.133	45.0351	30.5503	28.5615	38.8993	76.0337	33.0237		21.909000000000002	40.7225	60.3998		135.957	54.2914	34.5256				15.185	0.0		0.0	149.903	84.6279	216.955	38.5801	62.9019	27.5958	26.8597	0.0	0.0	41.0642	31.4181	53.2204	34.0442	27.7331	80.7503	6.463480000000001	10.808	201.368	91.7165	27.122	18.2593	14.3978	88.2157	26.4864																				
ABCB1	0.38906599999999997	0.571875	0.18018399999999998	0.839325	0.982152	0.639369	1.14904	0.34679699999999997	0.47832299999999994		1.04311		0.369634		0.562126	0.687088	0.574296	0.287058	0.642725	0.6129		0.0	0.7399479999999999	0.8737809999999999	0.586203	0.702995	0.6682359999999999	0.18342999999999998	0.9924959999999999	0.217608	0.310402	0.497674	0.217311	0.522005	0.281617	0.538243	0.332269	0.331523	0.736791	0.415958	0.6487470000000001	0.694377	1.16159	0.381392	0.862559	0.59175	0.848018	1.0984399999999999	0.636328	1.09992	0.46346499999999996	0.301566	0.42405600000000004	0.732941	0.314697	0.8148340000000001	0.500432	0.6256189999999999	0.360541	0.603973	2.0519	0.306579	0.358159	0.7599779999999999	0.6311260000000001	0.181377	0.146946	0.343564	0.435633	0.595119	0.679607	0.891202		0.0	0.18920399999999998	0.6988409999999999		0.750633	0.48853800000000003	0.945168				0.369246	0.552834		0.46394399999999997	0.81875	1.13431	0.0	0.45797299999999996	0.0	0.70996	0.391002	0.502534	0.538719	1.64074	0.540456	1.04033	0.623714	0.401588	1.7819099999999999	0.644554	0.194174	0.274808	3.06314	0.537614	0.41138500000000006	0.152305	2.0337400000000003	0.153103																				
ABCC1	3.9438800000000005	1.8691900000000001	3.39299	0.6489199999999999	1.6763700000000001	4.1355	2.45133	2.83405	9.89245		5.510669999999999		6.04517		12.3781	6.96213	2.92291	8.62312	3.46519	4.14565		2.87702	4.9759400000000005	10.8655	6.90002	3.85411	9.12549	5.29623	1.4329100000000001	2.1552599999999997	2.5819	3.81434	2.40117	1.2060600000000001	1.2163	16.0604	0.7903399999999999	5.567480000000001	5.83786	3.8176	6.88011	7.08874	15.3143	17.2917	6.732489999999999	15.6779	5.15292	3.9731300000000003	10.6844	11.8546	8.02715	5.269080000000001	11.3403	5.99541	12.1622	8.07885	7.041980000000001	3.79455	2.3393200000000003	8.91704	5.7028099999999995	6.09201	4.77096	6.0158	3.6095800000000002	4.10543	6.7735899999999996	3.42791	3.61385	10.9603	0.910217	12.7401		1.97387	0.6363850000000001	6.9692		12.9584	8.05016	4.59079				1.8361299999999998	9.62152		9.99896	14.7631	6.910069999999999	17.6676	3.04703	5.25028	3.63705	7.226839999999999	9.78711	7.73787	0.6675800000000001	5.22055	1.6713900000000002	5.238980000000001	2.4161599999999996	8.26553	2.14986	2.10187	7.443230000000001	2.4052	2.16187	16.0611	7.61908	11.6927	2.01308																				
ABI2	7.47249	8.94382	12.8279	5.81609	6.05922	13.3837	7.245139999999999	9.81608	4.894880000000001		18.1398		16.6602		15.9955	8.6993	7.09733	18.1263	10.9629	15.2746		12.6778	4.70874	9.65221	13.7804	7.450489999999999	13.7223	9.14153	7.153789999999999	6.7550300000000005	13.9306	4.60192	8.85215	9.54717	10.3325	8.68402	5.92185	16.6714	18.2298	0.0	21.4068	14.6943	9.07574	8.19405	11.4405	14.5996	10.5099	9.3599	20.3183	14.2447	12.8268	13.247	8.13836	27.0977	12.5152	10.8269	10.1425	9.55286	10.2914	7.8204	4.94024	7.01933	8.03485	16.2401	9.73058	8.36335	8.37549	10.6818	11.0592	16.1883	5.94594	32.8974		8.80537	3.97886	12.5682		9.43201	10.4779	6.56067				2.09614	19.0792		13.3738	4.68257	20.0213	20.9681	14.4939	10.5024	9.83618	20.2639	26.5535	7.9211	3.92334	9.82602	8.31445	16.5587	4.27829	12.0959	14.8151	6.635460000000001	10.7003	14.1443	10.0422	8.91394	10.9653	14.222000000000001	5.31916																				
ABI3	2.2173599999999998	3.14398	0.475649	1.09917	3.2502400000000002	1.7487400000000002	4.58078	0.731386	1.7183099999999998		4.876580000000001		0.244714		2.03582	3.61205	3.21339	1.05683	2.3609400000000003	1.6144399999999999		3.2524900000000003	3.9975699999999996	2.0737400000000004	2.92068	2.55722	2.64216	1.86137	4.76011	1.41573	1.8105200000000001	2.75696	0.850974	2.9696599999999997	1.46662	3.80916	1.19784	2.18459	6.21664	3.00942	2.14625	0.27028800000000003	5.68663	1.0488899999999999	1.26704	2.52222	4.39286	2.54786	0.939651	4.34834	4.251580000000001	2.9100200000000003	2.68405	2.67855	1.91867	2.2307200000000003	2.0377099999999997	2.61158	2.41338	2.4669	2.87175	2.34252	0.418525	2.74747	1.59114	0.9574219999999999	2.9709	1.50292	1.12522	3.9131	4.01509	0.287486		1.26328	2.8853299999999997	1.8537299999999999		3.25828	2.23822	2.4807099999999997				14.7447	0.512849		2.2900099999999997	2.8500400000000004	2.06898	2.60908	2.01749	6.66184	2.97686	1.91603	0.900443	0.435721	4.98272	1.0278399999999999	3.6104300000000005	4.53113	1.63532	12.1273	0.0932841	0.436126	1.5206	1.37522	0.290962	0.741692	2.02802	2.2000900000000003	2.0784																				
ABL1	9.574060000000001	5.21594	5.306019999999999	1.20918	6.97698	14.1636	13.4117	4.30767	9.09784		9.41353		3.45106		15.1484	25.2942	6.40296	19.2206	7.256539999999999	10.9639		11.0392	4.37857	8.55614	7.325089999999999	2.6922	18.5513	4.86445	5.74569	6.63025	5.32469	4.60989	7.0757	4.51265	10.1135	4.93311	1.07209	9.03624	9.24447	5.23484	8.598419999999999	2.36501	13.8117	9.59171	8.84187	10.9073	15.397	7.7072899999999995	6.63075	10.2441	6.80709	10.9244	9.42182	18.0378	7.85549	16.0682	4.11963	6.628310000000001	4.364380000000001	10.2675	1.27118	4.25673	0.0	15.2083	8.47678	7.57637	12.2036	3.7462800000000005	7.25475	5.78745	1.8341900000000002	20.9931		5.35734	2.08582	9.67477		16.2273	4.6623	6.74523				2.7078	9.48357		14.1456	8.747160000000001	16.0741	5.62574	7.26808	5.19781	7.86155	13.1108	7.5764	4.38892	3.4329099999999997	4.00431	2.8668	8.49748	7.638319999999999	6.7256100000000005	4.53484	3.04967	4.4915199999999995	14.8271	9.10673	14.2602	3.0756200000000002	8.39519	3.4849900000000003																				
ACACA	6.808339999999999	3.4938300000000004	10.629000000000001	3.02667	3.09409	3.31005	4.0551699999999995	2.97473	5.82223		3.43571		5.340730000000001		4.4632	4.56297	2.02581	4.10928	1.6797799999999998	3.03437		4.71234	2.56383	7.2828800000000005	5.18283	3.5746900000000004	4.05178	3.35124	2.6676900000000003	1.5570700000000002	4.49096	2.3145	1.8497400000000002	1.37438	2.58547	4.48222	1.9697799999999999	7.0663100000000005	4.02464	2.8738900000000003	7.337330000000001	3.0580000000000003	6.41401	6.8738	6.570880000000001	5.42111	4.02581	2.50293	3.56561	4.31431	5.21699	4.1869	3.9563	6.00336	5.45367	7.2462	3.45361	3.09795	3.36936	5.7652	3.77817	2.64365	3.83245	5.1855400000000005	6.92255	2.83248	3.94829	3.8816900000000003	5.74249	4.2312	2.40413	7.96713		2.31473	0.95599	3.20477		6.33553	11.9726	5.55377				4.72018	10.6244		4.02564	5.4625900000000005	5.85343	5.90384	4.52882	2.6609	3.60468	2.2459	3.59804	6.943969999999999	1.2560200000000001	10.5377	4.37694	2.45198	6.819539999999999	3.25794	1.5354299999999999	2.53249	7.4922699999999995	3.99165	3.6471	7.954560000000001	6.9034699999999996	5.56314	3.97371																				
ACACB	2.17611	1.78613	0.629024	0.561962	0.19406700000000002	3.2224	2.42726	0.621008	1.72921		3.87756		2.5772		5.49821	2.88112	0.935117	4.4840599999999995	0.709434	0.783331		2.45856	0.400882	3.22205	1.3066200000000001	0.0	2.31088	3.8523	1.58492	2.3909700000000003	1.4551	0.817922	0.0843727	1.06121	0.949817	3.18895	0.11453900000000002	3.58863	4.12711	1.9224400000000001	2.18947	2.68614	4.02325	4.3718699999999995	4.60762	5.18987	3.2123	0.548687	1.8838099999999998	3.44538	1.9162299999999999	2.79338	0.971986	2.8437	2.74575	0.0	1.76689	3.74844	1.74046	1.57915	0.331239	2.9668799999999997	0.224544	2.33285	3.48116	2.78155	1.3236700000000001	0.355769	1.57523	0.0	0.5736180000000001	7.714460000000001		2.28974	0.290613	2.42408		1.54155	2.27375	0.7738550000000001				1.38763	5.74359		1.52284	1.71712	11.4965	2.909	1.19393	1.05134	1.54401	1.1945	2.49383	1.7820900000000002	0.610772	1.29635	1.14408	3.7482599999999997	0.12195299999999999	2.0688299999999997	1.00094	0.816806	4.47617	3.43615	0.719618	2.0945	1.40396	4.06148	1.2154																				
ACE2	0.702308	0.254328	0.059258000000000005	1.69262	0.493457	0.598433	0.217335	0.0	0.0723538		0.168576		0.0379276		0.0	0.0434974	0.0482707	1.2352100000000001	0.0	0.220739		0.522027	0.21781999999999999	0.338405	0.026890699999999997	0.738682	0.7721100000000001	1.39353	0.771882	0.286975	0.07861749999999999	0.06870010000000001	1.62716	0.480156	1.35227	0.30188200000000004	4.46967	0.0	0.40104	0.0942781	0.163074	0.0421702	0.08567000000000001	0.166168	0.0537924	0.0	0.11586700000000001	0.728952	0.0764567	0.627837	0.0	0.299987	0.0	2.4719	0.0486847	0.253184	0.057340800000000004	0.0762	0.7364310000000001	0.49291999999999997	1.2085	1.34471	0.328146	1.26119	0.0	0.675027	0.10475	0.41674399999999995	0.191237	0.227448	1.86075	0.35472800000000004		0.36395500000000003	0.572621	0.0679067		1.2699	4.44313	0.447204				0.0	0.12411400000000002		0.261838	0.791242	0.0	0.8043779999999999	0.0	0.121486	0.573091	1.6171200000000001	0.40889699999999995	0.5971029999999999	2.0733900000000003	0.665135	0.370689	0.271111	1.06444	0.199559	0.0904397	0.15245999999999998	1.97659	0.160797	0.7072430000000001	0.0	1.70917	0.0	0.08038789999999998																				
ACTA1	0.021227700000000002	0.0	0.0	0.0	0.0	0.0225518	0.13547	0.0	0.135502		0.121183		0.0236618		0.04778230000000001	0.10908699999999999	0.12150799999999999	0.07958589999999999	0.0	0.025808099999999997		0.045839	0.0913175	0.022432499999999998	0.134953	0.11373699999999999	0.046524800000000005	0.193523	0.049812199999999994	0.139622	0.049415499999999994	0.0	0.047845599999999995	0.0210046	0.0	0.05124	0.0	0.1361	0.067952	0.104718	0.051172	1.52051	0.0477315	0.43991800000000003	0.149769	0.0971517	0.0726984	0.0748755	0.14457799999999998	0.202532	0.0	0.07380160000000001	0.046399199999999995	0.178944	0.0734528	0.127665	0.144524	0.191578	0.0697697	0.327694	0.0234891	0.113593	0.0	0.0266584	0.23475100000000002	0.0	0.955839	0.0	0.11995399999999999	0.21408899999999997	0.0	0.23560599999999998		0.024126400000000003	0.0989789	0.0730773		0.0	0.148194	0.0				0.0	0.130422		0.0	0.0516702	0.07605419999999999	0.106521	0.048771800000000004	0.0469413	0.0	0.07278539999999999	0.0916577	0.0526323	0.153119	0.202587	0.0238935	0.0486033	0.0240856	0.0455805	0.0	0.0	0.0536596	0.242365	0.0234233	0.0492406	0.0	0.0457726	0.0755747																				
ACTN2	0.0887878	0.047656699999999996	0.011910200000000001	0.0182167	0.0239766	0.06877899999999999	0.12044300000000001	0.10450999999999999	0.09565019999999999		0.074837		0.05348869999999999		0.0134721	0.119019	0.0543678	1.51665	0.177867	0.0434148		0.05163480000000001	0.0319488	0.0634621	0.130224	0.0577659	0.0327846	0.14877	0.0139328	0.13688499999999998	0.0207582	0.0276561	0.00671974	0.0	0.00580592	0.20503200000000002	0.0	0.00547952	0.101411	0.28060999999999997	0.12921300000000002	3.50465	0.306005	0.544671	0.6448689999999999	0.0888484	1.7869599999999999	0.041880900000000006	0.0470786	0.12747999999999998	0.114041	0.07594880000000001	0.0584634	0.0358454	0.0891237	0.12828399999999998	0.087435	0.0536533	0.039124599999999995	0.12250499999999999	0.0659568	0.140556	0.033011	0.067163	0.0584899	0.0200602	0.0402456	0.0143188	0.127971	0.141525	0.00700433	0.10288599999999999		0.00674127	0.0414939	0.0956511		0.112419	0.0917342	0.019689500000000002				0.00639459	0.138284		0.014176	0.093593	0.133548	0.022394499999999998	0.034206099999999996	0.0394876	0.0957825	0.162697	0.11560999999999999	0.051639300000000006	0.10067000000000001	0.0	0.00669264	0.0818382	0.027013799999999998	0.0574895	0.0446033	0.00715884	0.08278989999999999	0.139959	0.0987161	0.10568699999999999	0.0862729	0.0985342	0.0353959																				
ACVR1	10.5807	15.5604	9.80552	7.3593	11.2107	12.6181	10.9027	4.4915199999999995	11.8479		12.902999999999999		11.2024		21.2073	17.9755	6.53169	19.0544	12.8642	13.0243		9.92882	8.1123	9.43958	19.9028	9.825380000000001	10.6084	12.4766	12.3999	8.411010000000001	10.1177	8.33077	4.59213	3.87805	10.8717	12.9417	5.5846	16.0055	10.8311	10.2193	19.2982	9.265880000000001	16.4308	11.2682	6.55196	14.725	18.7773	20.4221	10.4476	11.5213	13.0675	23.7972	18.5451	16.1806	9.35695	13.414000000000001	9.282119999999999	13.5716	14.2654	15.9424	8.00718	27.3286	7.97285	10.2391	8.55057	14.4384	15.5441	29.6136	8.4438	12.9835	11.2956	8.83643		8.75189	11.6451	12.9004		13.5792	7.9872	7.61954				2.2025200000000003	12.5504		11.8787	13.0718	16.1573	10.1403	12.1316	11.7557	5.13093	14.6223	0.0	20.58	9.6326	7.423489999999999	16.4525	8.54373	20.0291	15.609000000000002	11.3924	6.40285	13.9351	6.753589999999999	5.1499	7.23517	19.8579	12.7594	11.3145																				
ADRB2	1.3644	0.712619	0.12077	1.29001	0.729971	1.08192	0.959516	0.159063	0.0801624		1.01274		0.0840148		0.460267	0.847541	0.7561329999999999	0.187782	0.496543	0.18269200000000002		0.325069	0.8720690000000001	0.303098	0.127437	0.468182	0.824081	1.02621	0.493184	0.959825	0.06992860000000001	0.679951	0.186422	0.692033	1.0853700000000002	0.271927	0.401859	0.248261	0.672898	0.76168	0.83791	0.134749	1.35275	0.294765	0.477645	1.29835	0.8065680000000001	0.628217	0.39160500000000004	0.9030459999999999	0.701567	0.331013	0.492692	0.7239180000000001	0.45039399999999996	0.469087	0.49366000000000004	0.7286060000000001	0.707924	0.762707	0.43258599999999997	0.289835	0.10004199999999999	0.43376099999999995	0.585908	0.08451310000000001	0.795415	0.09032799999999999	0.152928	0.42111800000000005	0.673542	0.148328		0.341102	0.437346	0.517386		0.739586	0.542134	0.297956				0.708363	0.0184287		0.376619	1.16756	1.0436	0.8293860000000001	0.362601	0.6313850000000001	0.258965	0.567183	0.14597100000000002	0.186276	2.11789	0.340532	0.473405	1.41117	0.894109	1.1614200000000001	0.0481875	0.270991	0.208963	0.8768450000000001	0.0497858	0.24422199999999997	0.117102	0.7451	0.28559																				
ADRBK1	24.0255	16.2062	23.9956	22.5255	14.8115	29.2183	17.8574	16.9528	11.3369		21.8828		14.5011		23.5037	20.2414	17.0421	23.3231	14.7034	20.2475		20.3846	14.5226	15.3228	16.0871	11.2733	21.2603	19.7102	15.9258	23.408	16.3274	12.7529	15.9144	15.455	18.5784	19.933	10.2543	20.5835	28.2319	13.8245	16.7463	8.69022	20.1592	21.819000000000003	9.6061	15.7363	23.7538	17.332	24.8184	20.3633	13.7794	25.4254	16.8598	21.0264	19.6194	22.1925	29.3066	16.828	12.2962	14.3734	9.747	12.4571	8.80058	0.0	10.9834	16.1566	0.0	13.8193	13.6042	11.1654	25.2159	10.9628		11.6556	16.6431	13.5353		20.5739	15.5912	18.1929				35.7733	16.1469		15.5093	15.3323	16.8259	15.892000000000001	16.2156	16.5913	14.7272	13.6353	15.3973	12.8437	28.9672	16.2043	21.7527	17.4764	15.4323	15.9844	8.77474	11.8448	11.1961	27.4336	11.3106	22.8163	10.7133	18.8344	10.0054																				
ADRBK2	5.53619	2.86125	0.0	6.41999	2.59397	0.0	0.0	2.9010700000000003	0.0		4.71283		1.7067299999999999		2.92239	2.20151	0.0	16.4618	2.23458	2.42057		2.82681	2.50548	2.32688	2.5850400000000002	4.573980000000001	3.81026	3.177	1.9909299999999999	2.4327099999999997	2.00734	3.2963699999999996	1.8822900000000002	8.135110000000001	1.7309599999999998	2.84733	4.81905	4.882969999999999	3.13876	2.60482	6.00812	1.77978	4.73583	2.8020099999999997	3.87298	3.32577	3.4121099999999998	2.8656900000000003	5.00024	0.0	2.6817900000000003	5.11482	4.07897	6.45843	6.730360000000001	2.9213299999999998	3.6453900000000004	4.58559	2.6301099999999997	3.4643599999999997	2.3798	3.5636099999999997	1.03366	5.5033	1.15526	2.38355	3.4740900000000003	1.26981	0.0	1.37709	2.62206	0.0		0.0	1.77289	3.7439999999999998		4.9263699999999995	3.2105799999999998	0.0				4.41858	1.45881		3.67441	0.0	0.0	3.07407	0.0	7.49027	5.86019	3.01635	12.4214	4.45062	5.21149	2.87151	2.82396	4.87711	5.26556	3.82151	1.32701	0.0	1.01767	0.0	1.2985200000000001	1.06762	2.02244	4.76743	1.2168700000000001																				
ADRM1	53.9084	58.7336	40.2913	42.457	51.7873	63.6595	91.5974	0.0	37.2209		62.92100000000001		39.0243		41.067	28.7077	0.0	37.8586	55.9112	39.5056		36.7155	69.8528	0.0	44.7538	23.4987	29.1279	0.0	54.4132	78.9129	40.0787	40.9394	40.3416	45.0645	72.3295	53.666000000000004	42.7555	83.3237	29.5541	37.531	29.0797	26.8596	26.5179	80.4275	32.9348	41.5204	35.3541	32.9937	63.6448	26.7841	54.5531	0.0	21.951	42.5392	63.2278	76.514	35.3136	0.0	62.1898	37.8416	51.211999999999996	61.295	32.5446	45.4256	129.002	102.446	63.3923	61.5703	34.2023	38.1925	66.5318	0.0		30.5062	58.5756	45.0321		31.2976	0.0	33.9145				38.2711	0.0		33.561	33.2659	50.3739	39.3285	50.8144	70.5747	23.6706	0.0	18.3493	33.2866	55.494	45.6643	36.7088	43.1465	0.0	39.6091	0.0	35.5843	73.5763	32.3487	92.7773	58.9984	26.5642	22.0551	42.755																				
AFF1	3.47836	2.57527	1.2176	1.0749	1.8051700000000002	2.23385	1.45633	0.721324	7.61835		7.5674399999999995		4.2989999999999995		6.12102	6.59064	1.39321	8.56785	2.00268	4.1346300000000005		6.57361	2.0730299999999997	9.1312	4.29818	3.3322199999999995	6.90543	2.6657599999999997	4.35883	1.46434	3.8132699999999997	2.07178	1.14642	1.06994	0.523305	6.15757	0.884666	6.42208	8.631110000000001	5.15953	8.33027	7.56818	10.4233	9.218760000000001	2.8763799999999997	11.2505	6.00024	4.12455	2.7978099999999997	9.811630000000001	6.57068	8.62991	5.9629	4.36838	4.2069	7.177239999999999	9.71284	2.7400700000000002	1.52956	7.994210000000001	7.9337100000000005	4.003019999999999	2.3666400000000003	5.43498	4.6157900000000005	1.32663	2.38495	3.2879199999999997	8.05532	9.88509	2.81445	3.6989400000000003		2.32689	0.474448	7.04551		12.7615	11.6034	4.56605				0.989332	5.35843		10.8487	8.13467	9.40135	10.9127	2.6383	3.2488900000000003	3.06488	5.31342	12.6436	10.0572	1.57879	1.33808	5.64624	4.60794	2.60716	7.189430000000001	1.33196	0.9925299999999999	18.7351	4.21364	1.4476	6.05679	7.54247	11.4652	1.6085200000000002																				
AGL	9.30535	4.3203	5.84397	8.90022	5.86115	13.4094	5.37254	7.82015	4.84296		4.7756		3.5736		3.8525199999999997	4.270980000000001	2.463	9.58062	4.64602	6.57827		5.84019	6.60623	5.924519999999999	5.08476	3.65982	5.412719999999999	5.9661800000000005	3.79638	7.33755	6.05475	4.86721	5.90987	3.25085	2.91811	7.2358899999999995	4.12606	5.72088	2.56051	0.0	5.19405	5.97579	7.423210000000001	7.67335	4.56393	5.95298	3.91286	7.0270600000000005	6.36795	4.860580000000001	5.39755	5.156000000000001	6.673089999999999	7.183089999999999	8.8803	5.87381	6.44804	6.16557	3.70895	5.347	6.33568	2.57052	12.2563	9.21551	4.00172	6.43814	4.17703	6.72415	9.5657	13.3147	5.08819	10.1771		1.9807400000000002	5.77081	6.61527		4.99673	5.43127	8.02576				4.25798	4.83286		4.84445	3.6887800000000004	6.06784	8.429269999999999	4.84299	7.7272	3.3447400000000003	5.71012	8.834430000000001	9.91677	3.5970699999999995	5.96265	7.00944	6.441730000000001	5.09274	6.168419999999999	5.35426	2.38943	13.6416	3.7498099999999996	6.06034	3.60384	2.28888	6.3688199999999995	6.39087																				
AGR2	1.24219	0.0	13.333	11.252	2.01887	31.8704	16.1462	17.5307	0.0		14.2508		0.0		1.3384200000000002	0.0704814	3.08918	21.4986	7.28722	0.0		0.8480469999999999	24.6129	1.6728599999999998	0.8724280000000001	128.442	2.7038599999999997	8.121830000000001	166.165	196.063	1.36043	24.36	59.5986	0.30594499999999997	8.86024	0.0	15.0023	3.31956	0.22024200000000002	0.0	3.20903	2.58826	0.34684499999999996	1.5742200000000002	1.0151700000000001	2.16381	2.7161299999999997	4.2929900000000005	9.888110000000001	2.25842	2.1360799999999998	0.715757	2.92428	16.5364	12.0204	5.9036599999999995	8.25409	4.8087	4.148540000000001	1.483	11.3763	3.0758799999999997	10.7893	2.28891	1.05519	23.3985	1.56535	5.56692	2.86888	46.1457	19.9754	5.19245		5.21281	3.9761800000000003	1.57584		187.122	28.6362	236.15099999999998				0.768005	0.0		242.571	20.178	0.448668	2.26925	1.87182	16.4874	22.2505	0.195952	0.51913	11.7192	1.53635	16.429000000000002	21.0815	0.982117	2.19256	1.10119	3.58774	10.0045	4.01141	0.043573	30.2614	0.5565640000000001	0.647756	4.37378	31.8355																				
AHNAK	31.0685	21.0779	13.4048	31.9117	0.0	35.1868	11.3586	5.21133	22.6293		88.5842		98.9559		111.20200000000001	107.434	10.066	89.8299	14.2813	13.7179		49.38399999999999	9.90122	192.51	81.5672	43.141000000000005	52.8467	32.3632	91.0471	12.2847	25.5461	8.76164	15.8902	5.128019999999999	14.1545	56.0867	11.5855	68.4307	112.649	29.2215	108.787	57.875	53.7064	47.2777	42.7275	131.466	56.3439	15.8667	25.1049	102.615	38.0484	48.3264	70.8668	50.6832	48.7701	42.7529	55.4665	9.00169	15.8121	63.5317	0.0	21.0474	16.8214	35.7736	20.1986	7.2953	14.9231	23.1192	28.218000000000004	46.4937	16.4461	69.6989		19.0349	0.0	55.841		62.879	52.7029	22.1209				1.04921	24.4371		107.29299999999999	36.3879	64.2394	0.0	14.623	23.5378	34.6465	17.0373	60.7059	112.32600000000001	16.5405	0.0	15.0324	25.3912	15.0135	27.6587	15.2955	12.725	142.079	0.0	19.8004	57.0336	32.6802	0.0	17.8587																				
AHR	24.7718	24.2913	23.9439	25.4112	25.6382	13.1069	14.1341	5.05636	10.3036		35.1662		23.3012		17.4875	12.2289	8.35108	20.7027	14.502	10.0857		45.9074	10.9289	14.6596	13.0446	11.1904	14.9119	15.7413	19.9658	0.0	18.785	9.25554	10.6488	2.94277	17.5565	10.6397	0.0	26.9363	9.36104	28.5005	23.2993	12.0332	26.1627	11.8956	12.8808	27.2465	44.0726	28.1636	5.1132800000000005	14.3602	16.3086	22.8728	11.9647	23.5667	19.04	11.8883	14.9104	13.1123	27.6424	12.9536	21.3151	16.2803	10.0631	13.6865	11.8234	3.52391	21.5923	0.0	5.50823	14.1596	16.2855	5.72919		49.5921	7.97572	28.3464		25.4264	0.0	24.153000000000002				6.15436	9.33305		12.0512	21.5431	11.7917	11.6405	20.3706	25.0497	10.9903	9.88349	23.8676	21.3771	13.4761	13.6151	21.3238	9.53332	19.1222	20.8793	5.76311	5.361330000000001	24.1287	15.0318	4.62593	11.9958	7.13046	16.6317	9.28326																				
